Anger,Sadness,Disgust,Joy,Surprise,Fear
0.0523058,0.001087691,2.274177,0.008664065,1.754657,0.004681031
0.03743803,0.000955491,1.880212,0.007002546,1.312414,0.004821549
,,,,,
0.03107557,0.000601071,1.679731,0.006100856,1.09579,0.004897155
,,,,,
0.02905085,0.000851948,1.505725,0.004897058,0.8499477,0.00519488
0.02545878,0.001113678,1.465953,0.005069502,0.8643937,0.005044771
,,,,,
0.02737666,0.002712528,1.515524,0.005143235,0.8870961,0.005092182
,,,,,
0.02097617,0.003494512,1.353592,0.004778958,0.7857109,0.004989692
,,,,,
0.01292649,0.00577854,1.046552,0.00368219,0.5494238,0.004991924
0.01478,0.005570083,1.098883,0.003724988,0.5677488,0.005086295
0.02469904,0.003329332,1.452804,0.004953627,0.837182,0.005068883
,,,,,
0.02307099,0.003067866,1.464594,0.005307144,0.894144,0.004907197
,,,,,
0.01911112,0.004084578,1.291431,0.004473872,0.720509,0.005010347
,,,,,
0.01387982,0.005135183,1.114451,0.004005934,0.6089494,0.004920331
,,,,,
,,,,,
0.007812161,0.01051205,0.7831776,0.00264987,0.3548676,0.005077499
0.008065376,0.01067062,0.7837217,0.002607533,0.350024,0.005124006
,,,,,
0.008541889,0.009473342,0.8208665,0.002805436,0.3825,0.005057103
0.007149977,0.01028203,0.7643468,0.002723455,0.3607394,0.004956192
0.006433359,0.00960404,0.7567079,0.002896023,0.3800557,0.004782067
,,,,,
0.01093687,0.005561628,1.009512,0.00390022,0.5703911,0.004767419
0.01700364,0.003867958,1.249706,0.004675307,0.7426435,0.004854328
0.04238173,0.001651017,1.994673,0.007300163,1.383598,0.00492096
,,,,,
,,,,,
0.04410046,0.001391967,2.09166,0.007969346,1.53223,0.004820518
,,,,,
0.0504903,0.001132137,2.248331,0.008635813,1.711708,0.004780426
,,,,,
0.04936026,0.001174597,2.250868,0.008838236,1.749147,0.004723667
,,,,,
0.05214014,0.001050251,2.331034,0.009304926,1.857416,0.00468931
,,,,,
0.05500852,0.001066529,2.353072,0.009240757,1.847012,0.004734062
,,,,,
0.05939883,0.001067008,2.396186,0.009201108,1.847761,0.004808224
,,,,,
0.06018035,0.000984516,2.446113,0.009614358,1.937527,0.004761063
,,,,,
0.05926467,0.000973965,2.506477,0.01015347,2.086902,0.004626771
,,,,,
0.060846,0.001017501,2.505645,0.009830101,2.038228,0.004681629
0.06345732,0.001058987,2.509197,0.009532743,1.986319,0.00475084
,,,,,
0.06142509,0.000989993,2.536854,0.01004108,2.09862,0.004629613
,,,,,
0.06332,0.000980976,2.562741,0.01006075,2.131063,0.004585499
,,,,,
0.06348427,0.000983752,2.563377,0.01004125,2.134825,0.004565101
,,,,,
0.06369775,0.00099149,2.561468,0.009982794,2.130542,0.004545748
,,,,,
0.06303855,0.000996872,2.553829,0.00996592,2.135483,0.004502501
,,,,,
0.06430614,0.00104002,2.538124,0.009630663,2.070082,0.004537558
,,,,,
0.0637676,0.001065148,2.519876,0.009473577,2.031764,0.004552321
0.06287882,0.001055221,2.522775,0.009550749,2.068369,0.004444848
,,,,,
0.0600482,0.001021434,2.511909,0.009836853,2.123508,0.004365841
0.05767186,0.001024551,2.479421,0.00987907,2.131937,0.004291641
,,,,,
0.05204813,0.000941124,2.469865,0.01065598,2.355211,0.003900257
,,,,,
0.05273879,0.000897794,2.509483,0.01094645,2.827814,0.003020216
,,,,,
0.05225709,0.000858652,2.536602,0.01090405,4.211404,0.00165507
0.04066458,0.000693773,2.544415,0.009392746,8.310194,0.000866585
0.0247268,0.00046616,2.555015,0.006983893,17.48373,0.000590363
,,,,,
0.00243483,7.71E-05,2.559927,0.00175787,72.97746,0.000940349
,,,,,
0.00041158,1.05E-05,2.564518,0.000610302,95.85001,0.008397202
0.000290621,3.32E-06,2.573466,0.000431339,98.32703,0.06545641
,,,,,
,,,,,
0.000349289,2.70E-06,2.575666,0.000427403,98.49319,0.1107729
,,,,,
0.000371027,2.54E-06,2.587046,0.000426847,98.55798,0.1281381
,,,,,
0.000370743,2.54E-06,2.6319,0.000427145,98.58125,0.1242145
,,,,,
0,0,0,0,0,0
,,,,,
0.000356941,2.64E-06,2.764517,0.000427316,98.57081,0.1106433
,,,,,
0.000346812,2.72E-06,2.824497,0.000427398,98.55939,0.1011969
,,,,,
0,0,0,0,0,0
,,,,,
0,0,0,0,0,0
,,,,,
0,0,0,0,0,0
,,,,,
0.000226044,4.66E-06,3.694669,0.000427167,98.34136,0.02292722
,,,,,
0.000226052,5.36E-06,3.361214,0.000427185,98.26414,0.01461017
,,,,,
0.000226318,1.67E-05,3.122849,0.000427474,97.56765,0.000474612
,,,,,
0.000227748,2.55E-05,2.943092,0.000429067,97.22306,0.000131391
,,,,,
0.00023539,3.23E-05,2.780476,0.000437576,96.94584,6.87E-05
,,,,,
0.000284327,4.54E-05,2.76346,0.000489617,96.1208,3.61E-05
0.0004561,6.82E-05,2.671807,0.000648622,93.82815,2.71E-05
,,,,,
0.000322415,4.63E-05,2.625278,0.000527677,95.71529,4.47E-05
,,,,,
0.000375061,4.60E-05,2.608383,0.000577395,95.22202,6.31E-05
,,,,,
0.000524091,5.95E-05,2.585597,0.00070466,93.42721,5.78E-05
,,,,,
0.000610503,5.43E-05,2.547377,0.000771937,92.75574,0.000106414
,,,,,
0.000331744,1.70E-05,2.514251,0.000537393,96.60665,0.00116338
,,,,,
0.000224447,8.24E-06,2.431502,0.000426182,97.90501,0.004881881
,,,,,
0.000220577,4.95E-06,2.464631,0.000421627,98.24089,0.02093257
0.000266428,3.89E-06,2.495581,0.000422253,98.36923,0.04275729
0.000321242,3.26E-06,2.493199,0.000420484,98.46059,0.07491701
,,,,,
0.000323773,3.25E-06,2.503353,0.000420993,98.46597,0.07711907
,,,,,
0.000268279,3.84E-06,2.525947,0.00042259,98.3773,0.04521406
,,,,,
,,,,,
0.000274081,3.84E-06,2.532441,0.000425287,98.36104,0.04743176
,,,,,
0.000243999,6.55E-06,2.544379,0.000447575,97.99174,0.01186944
,,,,,
0.000313593,2.18E-05,2.545222,0.000519707,96.57521,0.000564838
0.00150565,0.000123247,2.536608,0.001322217,83.13232,6.92E-05
,,,,,
0.03401213,0.000800434,2.503622,0.008462016,19.67749,0.000134334
,,,,,
0.04790643,0.001049898,2.457825,0.01039373,14.26775,0.000153374
,,,,,
0.04479773,0.001165702,2.311557,0.01004057,12.52177,0.000163334
0.03325909,0.001515097,1.968598,0.008533503,9.744881,0.000183668
,,,,,
0.0339393,0.001475116,1.985727,0.008614018,9.429734,0.000200127
0.0390893,0.001273019,2.139301,0.009279397,10.2769,0.000203455
,,,,,
0.04201222,0.001171054,2.223249,0.009639179,10.5127,0.000214907
,,,,,
0.03694417,0.001330974,2.068447,0.008950088,8.906896,0.000247885
,,,,,
0.02987569,0.001723797,1.816346,0.007679607,6.262039,0.000340437
,,,,,
0.02828907,0.001761845,1.774981,0.007583248,5.082571,0.000474666
,,,,,
0.02333821,0.002097041,1.607358,0.006891944,3.485488,0.000732663
,,,,,
0.02090596,0.002293857,1.522832,0.006570274,2.874176,0.000911246
,,,,,
0.01907313,0.002512332,1.449509,0.006253039,2.169832,0.001315974
,,,,,
0.01510673,0.003171714,1.278376,0.005505293,1.527662,0.001785983
,,,,,
0.00952669,0.005018946,0.9969329,0.004283026,0.8773041,0.002570479
0.009690985,0.004962738,1.004679,0.004308445,0.8570595,0.00270748
,,,,,
0.006437415,0.007466153,0.80527,0.00344747,0.5452015,0.003471676
0.005800093,0.008294261,0.7608364,0.003255385,0.4874907,0.003670084
,,,,,
0.005339862,0.009081539,0.7257146,0.003094048,0.4371094,0.003938572
0.005563384,0.008776883,0.7405121,0.003149798,0.4397745,0.004064098
,,,,,
0.007947451,0.006104889,0.8995672,0.003842033,0.5766651,0.004060647
,,,,,
0.004822592,0.0100259,0.6872221,0.002932963,0.3883582,0.00422753
0.004174309,0.01155975,0.6356896,0.002712463,0.3448728,0.004303551
,,,,,
0.003228179,0.01488626,0.5538394,0.002363655,0.2823069,0.004383462
0.002797509,0.01719264,0.5125504,0.002186842,0.2524821,0.004418426
,,,,,
0.002943911,0.01633908,0.5272556,0.002249594,0.2621758,0.004426182
,,,,,
0.002843701,0.01707767,0.5160632,0.002194618,0.2529033,0.004461495
,,,,,
0.002596176,0.01884286,0.4899246,0.00207713,0.2342912,0.004501436
,,,,,
0.002559652,0.0193011,0.4844952,0.002047261,0.2300572,0.004516551
,,,,,
0.002521154,0.02004411,0.4767709,0.002001083,0.2236011,0.004538385
,,,,,
0.002491642,0.02108925,0.467069,0.001937867,0.2147319,0.004593964
,,,,,
0.002473484,0.02145532,0.4623899,0.001915858,0.2116074,0.004646367
,,,,,
0.002638475,0.02187591,0.4611202,0.00189186,0.2089995,0.004678273
0.002688982,0.02198922,0.4576455,0.001875248,0.2070586,0.004830242
,,,,,
0.002681919,0.02189136,0.4585483,0.00188374,0.2082415,0.004816075
,,,,,
0.002678693,0.02195538,0.4578613,0.001886718,0.2084522,0.004821691
0.00277325,0.02233163,0.4581889,0.001872076,0.2060287,0.004720128
,,,,,
0.002754397,0.02238795,0.4591551,0.001872776,0.2058035,0.004709647
0.002741315,0.02195549,0.4666046,0.001897832,0.2090927,0.0046752
,,,,,
0.002822858,0.02101999,0.4840569,0.001944379,0.2166279,0.00469888
,,,,,
0.002859177,0.02011,0.5078842,0.001993421,0.2241628,0.004687119
,,,,,
0.002932063,0.01911475,0.5367208,0.002039537,0.2318922,0.004784408
,,,,,
0.002946743,0.0182352,0.5635644,0.002099725,0.2416143,0.004690835
,,,,,
0.002953996,0.0173894,0.5718555,0.002143693,0.2489741,0.004784403
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0.001960399,0.02400768,0.4359852,0.001823093,0.1943255,0.004512921
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0.002032554,0.02407321,0.9930528,0.001826149,0.193561,0.004515302
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
0.02660788,0.000494034,1.705121,0.04910251,2.229497,0.002363276
,,,,,
,,,,,
,,,,,
7.97E-05,1.31E-06,0.1512892,99.88758,2.367638,6.69E-06
6.95E-05,1.10E-06,0.6378382,99.92542,2.366939,5.75E-06
,,,,,
6.98E-05,1.10E-06,7.370293,99.92702,2.357651,5.73E-06
6.96E-05,1.09E-06,7.023116,99.92844,2.357316,5.68E-06
,,,,,
7.00E-05,1.09E-06,7.876761,99.92868,2.364402,5.65E-06
6.97E-05,1.09E-06,8.780681,99.92838,2.403922,5.53E-06
,,,,,
7.00E-05,1.09E-06,12.69262,99.92865,2.434834,5.39E-06
,,,,,
7.00E-05,1.09E-06,22.21511,99.9292,2.561813,4.93E-06
,,,,,
7.02E-05,1.09E-06,26.00518,99.92894,2.647911,4.66E-06
,,,,,
7.08E-05,1.09E-06,28.54734,99.92896,2.726344,4.41E-06
7.14E-05,1.10E-06,31.37025,99.92842,2.836511,4.12E-06
,,,,,
7.17E-05,1.10E-06,34.18626,99.92783,2.897583,3.99E-06
,,,,,
7.25E-05,1.11E-06,36.72753,99.92609,3.085065,3.61E-06
,,,,,
7.22E-05,1.11E-06,39.56322,99.92575,3.055779,3.69E-06
,,,,,
7.45E-05,1.15E-06,38.07874,99.91899,3.453722,3.10E-06
,,,,,
0.000230475,3.62E-06,0.1836897,98.6347,3.065458,1.22E-05
,,,,,
0.02900696,0.000467026,3.507613,0.04421049,3.03188,0.001695222
0.04219299,0.000709078,4.418139,0.01012993,3.333844,0.00297753
,,,,,
0.001792083,5.85E-05,4.304393,0.001466838,46.64653,0.002046044
,,,,,
0.000419495,4.47E-06,4.085155,0.000619526,86.30735,0.2919447
0.00038149,2.63E-06,3.800615,0.000445375,93.08121,1.322314
0.000367092,2.79E-06,3.444313,0.00041644,94.51683,1.238419
,,,,,
0.000350337,3.19E-06,2.853437,0.000402237,94.26772,1.347393
,,,,,
0.000347835,3.70E-06,2.382109,0.000373035,91.89734,2.112872
0.000285547,6.35E-06,2.022957,0.00032993,90.37109,2.95046
,,,,,
,,,,,
0.000263824,1.64E-05,1.156428,0.00018993,80.34557,3.699418
,,,,,
0.000280396,2.36E-05,0.8104575,0.000132789,70.10094,3.740323
,,,,,
0.000306923,3.32E-05,0.7312463,0.00011962,65.49943,3.646923
,,,,,
0.000324516,5.05E-05,0.5734413,9.39E-05,56.69804,3.584199
,,,,,
0.000366591,5.41E-05,0.4936343,8.14E-05,49.66229,3.429802
,,,,,
0.000390747,6.04E-05,0.4569733,7.77E-05,45.54221,3.478291
0.000569441,7.62E-05,0.4334814,9.49E-05,34.96902,4.136596
,,,,,
0.001160688,0.00012337,0.4211135,0.000151709,20.03064,5.80193
,,,,,
0.006277386,0.001425577,0.3968078,0.001101493,0.7967202,0.6744312
0.002515921,0.008621513,0.3647796,0.001756411,0.2264325,0.005982776
,,,,,
0.003309777,0.005912798,0.2974419,0.001841665,0.1968084,0.004342463
0.004719273,0.005708538,0.2757391,0.001775881,0.1894561,0.004276158
0.04244844,0.005840044,0.8890243,0.001204005,0.1323905,0.004943863
,,,,,
0.6777017,0.04647754,59.87836,0.000256787,0.03200666,0.01046376
,,,,,
36.26894,6.093468,83.23335,9.85E-06,0.001607533,0.04390822
,,,,,
76.8691,17.58483,69.08794,5.25E-06,0.000903666,0.04412512
,,,,,
84.19711,12.00825,3.744035,6.73E-06,0.001133531,0.03817437
,,,,,
80.04574,29.86732,0.06008284,5.55E-06,0.000949712,0.02396809
,,,,,
8.619787,6.636589,0.1311311,3.59E-05,0.005257015,0.009057824
0.1375609,0.4821419,0.1898155,0.000483894,0.05712681,0.002113122
,,,,,
0.007261262,0.1892184,0.244948,0.001580516,0.1691646,0.001143964
0.004233929,0.1587805,0.236208,0.001794165,0.1918147,0.001089779
,,,,,
0.005942265,0.1352954,0.1495892,0.001764097,0.2038486,0.001046191
,,,,,
0.002535769,0.1168592,0.2233852,0.0013788,0.2985736,0.000871172
,,,,,
0.000908062,0.08481191,0.2935608,0.000852466,0.622633,0.00055585
,,,,,
0.000239933,0.04913189,0.3520863,0.000399297,1.978903,0.000272056
,,,,,
5.30E-05,0.0100346,0.3766229,0.000100344,17.25496,0.000456688
0.000119763,0.002438363,0.3977624,7.67E-05,32.95206,0.01520253
,,,,,
0.000411106,0.000520547,0.4091671,7.77E-05,46.98332,0.6985893
,,,,,
0.000382449,0.000400495,0.5044338,8.59E-05,51.57512,0.8702454
,,,,,
0.000380304,0.000271797,0.5790145,9.76E-05,55.8567,0.9395013
0.000363322,0.000258861,0.6393359,0.000105267,58.35115,0.8613907
0.000346581,0.000170311,0.8085178,0.000134295,66.45039,0.8336192
,,,,,
0.00033906,0.000107887,1.125611,0.000188138,76.63199,0.8463123
0.000283996,9.35E-05,1.552052,0.000261798,85.5509,0.9129394
,,,,,
0.000137083,0.000309698,1.829222,0.000313931,92.26803,1.211625
,,,,,
0.000129625,0.000489853,1.537871,0.000268908,90.77052,1.139621
0.000167866,0.000626021,1.063056,0.000183703,83.14293,0.9621031
,,,,,
0.000117268,0.00126653,0.8659695,0.000151165,75.521,0.2222935
,,,,,
0.000119207,0.002242771,0.6221195,0.000116992,68.26723,0.1888091
,,,,,
8.19E-05,0.01079462,0.4953739,9.93E-05,76.04836,0.8713576
,,,,,
5.69E-05,0.09054254,0.2961456,8.02E-05,81.8843,2.388017
,,,,,
6.53E-05,0.1153839,0.2366996,7.38E-05,80.6422,2.460199
0.000114632,0.08632191,0.1765921,7.15E-05,78.53695,2.285411
,,,,,
0.000422638,0.01874423,0.1141991,7.05E-05,69.47056,1.377572
,,,,,
0.000412015,0.01831309,0.1099434,6.99E-05,67.68297,0.9780126
,,,,,
0.000515622,0.02980713,0.06344486,6.97E-05,66.87911,0.3328174
,,,,,
0.000633249,0.02164813,0.05831776,6.96E-05,64.77917,0.3097565
,,,,,
0.000100798,0.04233703,0.08716268,7.06E-05,32.92376,0.000139215
,,,,,
8.33E-05,0.02899183,0.115316,7.23E-05,27.72683,7.76E-05
5.96E-05,0.01450729,0.1830836,7.59E-05,23.7934,5.47E-05
,,,,,
7.76E-05,0.01354719,0.2213955,9.79E-05,15.5762,4.87E-05
,,,,,
0.000115474,0.01421503,0.2191457,0.000134034,9.912486,6.36E-05
7.45E-05,0.02240668,0.3189481,0.000145876,8.893059,7.04E-05
,,,,,
0.000178467,0.0703846,0.3645081,0.000297458,3.119656,0.000144943
,,,,,
0.000302479,0.0972328,0.3773565,0.000472374,1.555669,0.000241209
0.000297862,0.08185547,0.3735319,0.000447088,1.725568,0.0003001
,,,,,
0.000350657,0.03017955,0.3845973,0.000335687,3.195295,0.001761458
,,,,,
0.001042088,0.01090427,0.3824735,0.000360571,3.810302,0.037667
0.002355226,0.008391102,0.3825389,0.000457109,3.035899,0.1777872
,,,,,
0.003460632,0.006207559,0.3830285,0.000493538,2.928232,0.4520558
,,,,,
0.005564084,0.00207814,0.3725073,0.000396504,5.084989,4.013735
0.004192969,0.00155476,0.3910733,0.000320792,7.104017,4.406014
,,,,,
0.003326041,0.001117672,0.3852878,0.000271802,9.019798,4.230284
,,,,,
0.001728085,0.000659285,0.3674694,0.000171772,16.85307,2.966354
0.000935341,0.000557461,0.3889395,0.000123677,25.51008,1.867677
,,,,,
0.000743302,0.00056396,0.3996412,0.000111478,29.09922,1.462531
0.000478126,0.000552641,0.4193945,9.28E-05,36.52757,0.9551241
,,,,,
0.000323556,0.000560806,0.4499381,8.62E-05,42.00353,0.52341
0.000261254,0.000549012,0.4840016,8.86E-05,46.38893,0.367782
,,,,,
0.000150277,0.000955632,0.4816936,8.44E-05,43.32858,0.0832708
2.37E-05,0.008214234,0.4521436,7.86E-05,29.3884,0.000356563
1.48E-05,0.01411659,0.4258433,7.42E-05,23.54814,6.35E-05
,,,,,
1.53E-05,0.01355124,0.423557,7.51E-05,22.31905,6.53E-05
1.85E-05,0.01140474,0.4288072,7.95E-05,20.8826,8.54E-05
,,,,,
3.06E-05,0.01418156,0.4271648,9.79E-05,16.38102,0.000164361
,,,,,
7.22E-05,0.01031339,0.4267698,0.00012422,13.5124,0.000882536
,,,,,
0.000262573,0.007362847,0.4308119,0.000189228,9.163061,0.009312089
,,,,,
0.000949133,0.003994703,0.4403494,0.000275722,7.017346,0.1306742
,,,,,
0.007959008,0.003852034,0.4474134,0.000704398,2.265203,2.751655
,,,,,
0.01799127,0.003633529,0.4515592,0.001017747,1.442686,8.520365
,,,,,
0.03208891,0.004349144,0.4492683,0.001438416,0.8571705,13.75509
,,,,,
0.02805179,0.005592982,0.4483306,0.001523565,0.7309356,8.111236
,,,,,
0.01462521,0.006551591,0.4483846,0.001276261,0.8540927,2.411398
0.01171268,0.008691248,0.4561026,0.001401258,0.7044107,1.008703
,,,,,
0.008936221,0.01197045,0.4457795,0.001452801,0.5602902,0.3962941
,,,,,
0.004767742,0.02695295,0.4461826,0.001586471,0.3930993,0.04443272
0.003244033,0.03440777,0.4517268,0.001684436,0.3262275,0.01362121
0.003981418,0.01362619,0.4975976,0.001881268,0.3857117,0.03530476
,,,,,
0.006531773,0.005316074,0.8721875,0.003491987,0.6673567,0.01152781
,,,,,
0.02849243,0.00131605,2.015015,0.007808586,1.875177,0.006945923
,,,,,
0.04739153,0.000716596,84.96313,0.01030168,3.052736,0.006374021
,,,,,
0.04965757,0.000694246,99.38175,0.01063393,3.307915,0.005227575
,,,,,
0.03151396,0.000473507,99.12985,0.03793844,3.512437,0.001750269
0.000266986,3.89E-06,50.82714,98.13319,3.716373,1.19E-05
,,,,,
8.01E-05,1.09E-06,23.60117,99.91905,4.562046,2.14E-06
,,,,,
0.000104787,1.06E-06,23.57375,99.92827,6.012287,1.16E-06
,,,,,
9.93E-05,1.06E-06,23.97974,99.9276,7.242241,8.43E-07
,,,,,
0.000106951,1.05E-06,24.82327,99.92712,8.553161,6.29E-07
0.000105176,1.06E-06,26.57762,99.92791,10.35539,4.34E-07
,,,,,
0.000101412,1.07E-06,29.84692,99.92815,12.0053,3.26E-07
,,,,,
0.000102104,1.06E-06,34.53822,99.92764,13.37321,2.68E-07
9.88E-05,1.06E-06,42.47034,99.92767,13.9187,2.48E-07
9.58E-05,1.06E-06,54.88609,99.92761,14.52502,2.29E-07
,,,,,
8.76E-05,1.06E-06,66.12102,99.92748,15.02772,2.14E-07
8.25E-05,1.07E-06,72.46559,99.92825,14.98628,2.12E-07
,,,,,
8.45E-05,1.07E-06,80.12441,99.92868,15.0344,2.09E-07
,,,,,
8.76E-05,1.07E-06,81.62604,99.92887,14.94401,2.11E-07
,,,,,
8.26E-05,1.07E-06,82.25268,99.92888,14.92559,2.11E-07
,,,,,
8.38E-05,1.08E-06,82.65701,99.9292,14.91534,2.10E-07
,,,,,
8.25E-05,1.08E-06,84.547,99.92931,14.93247,2.09E-07
,,,,,
8.11E-05,1.08E-06,85.8553,99.9293,14.96648,2.08E-07
,,,,,
8.18E-05,1.07E-06,87.16264,99.92879,15.16745,2.05E-07
,,,,,
8.83E-05,1.08E-06,88.28952,99.92905,15.08152,2.06E-07
,,,,,
8.87E-05,1.08E-06,88.62292,99.9289,15.11584,2.06E-07
,,,,,
8.84E-05,1.08E-06,89.2513,99.92941,14.98118,2.07E-07
8.73E-05,1.08E-06,90.28448,99.92898,15.09868,2.06E-07
,,,,,
9.04E-05,1.08E-06,91.09551,99.92898,15.09701,2.06E-07
,,,,,
9.52E-05,1.08E-06,92.57536,99.92863,15.1793,2.05E-07
,,,,,
9.94E-05,1.08E-06,93.61755,99.9284,15.26046,2.04E-07
,,,,,
8.94E-05,1.06E-06,83.8557,99.92721,15.45487,2.03E-07
,,,,,
7.96E-05,1.11E-06,0.276802,99.91484,15.57699,2.17E-07
,,,,,
0.00474352,8.06E-05,2.38572,2.341624,17.07713,1.65E-05
0.03450897,0.00061986,9.055517,0.01416155,17.29701,0.000136838
,,,,,
0.03348524,0.000657126,6.690677,0.008377518,18.65092,0.000168444
,,,,,
0.03354784,0.000646946,4.615047,0.008351364,15.70798,0.000265759
,,,,,
0.01018725,0.000266156,3.206962,0.004117622,28.00531,0.000772791
,,,,,
0.009199679,0.000237085,2.995892,0.003875616,26.67601,0.00122604
,,,,,
0.004308462,5.38E-05,2.807297,0.002468707,40.83739,0.04631977
,,,,,
0.003525141,7.90E-05,2.433907,0.002200929,30.22934,0.0297871
,,,,,
0.001683732,0.00017991,1.758515,0.001458317,21.63876,0.01267163
,,,,,
0.000569582,0.001227568,0.7629174,0.00079248,5.665646,0.009504206
,,,,,
0.000270188,0.004292788,0.4415531,0.000330196,4.326598,0.002822823
,,,,,
0.000230243,0.009589599,0.4002217,0.000296829,3.578761,0.001297145
,,,,,
0.000436177,0.03334669,0.3879767,0.000507274,1.456046,0.00082872
,,,,,
0.000715225,0.08259364,0.3911731,0.000761976,0.7547731,0.000646801
0.001025301,0.1387981,0.3849916,0.001000879,0.4856986,0.000567734
,,,,,
0.0010523,0.1413547,0.3749369,0.000988502,0.4950649,0.000547136
,,,,,
0.001065759,0.1384634,0.3696711,0.000995894,0.4911559,0.00057414
0.001315967,0.1559123,0.3705469,0.001172038,0.3835195,0.000681639
0.001314653,0.1552418,0.3868263,0.00121425,0.363195,0.000726649
,,,,,
0.001422616,0.158764,0.3952549,0.001324464,0.3178118,0.000813566
0.001590396,0.1691892,0.4016828,0.001458097,0.2737659,0.000884705
,,,,,
,,,,,
0.001574415,0.1749361,0.4040414,0.001441892,0.2789481,0.00085759
,,,,,
0.001523253,0.1641295,0.4058619,0.001409095,0.2896138,0.000884063
,,,,,
0.001694949,0.1678472,0.4024031,0.001458715,0.2774525,0.000988953
0.001873323,0.1782508,0.4064199,0.001564458,0.2498774,0.00108005
,,,,,
0.001955318,0.1848498,0.4103079,0.001613667,0.2392133,0.001140241
0.002081417,0.1926585,0.4012385,0.001672895,0.2247273,0.00110014
0.002059534,0.1955044,0.4079608,0.001679066,0.2241072,0.001126508
,,,,,
0.002010623,0.18606,0.4054523,0.001638816,0.2317858,0.001093457
,,,,,
0.001985973,0.1812908,0.4086942,0.001640872,0.2323297,0.001155519
,,,,,
0.00199026,0.1878036,0.4051243,0.001652105,0.2289226,0.001100554
,,,,,
0.002011728,0.2006612,0.4033583,0.001694696,0.2188559,0.001042279
,,,,,
0.002038174,0.2122906,0.397427,0.001711621,0.2143874,0.00097138
,,,,,
0.001940267,0.2265171,0.4079213,0.001703555,0.2155463,0.000916076
0.001929953,0.2318168,0.4108382,0.001699902,0.2163129,0.000901972
0.001921655,0.2328518,0.4083351,0.00169295,0.217475,0.000884872
,,,,,
0.002002746,0.239925,0.4057944,0.001694163,0.2171459,0.000863975
0.002158974,0.2426443,0.3960035,0.001714498,0.2132897,0.000868068
,,,,,
0.002116709,0.2430401,0.4046551,0.001701102,0.2158898,0.000862502
,,,,,
0.00219903,0.243855,0.4045596,0.001693275,0.2174139,0.000855298
0.002319984,0.2451488,0.4091496,0.001699701,0.216182,0.000859522
,,,,,
0.00282126,0.2415798,0.409723,0.0016408,0.2280427,0.000822494
,,,,,
0.003244308,0.2370782,0.4110849,0.001594009,0.2383735,0.000799492
,,,,,
0.003323317,0.2350586,0.4124061,0.001547736,0.2493508,0.000769475
0.004287669,0.2260122,0.4115302,0.001475195,0.2682181,0.000732587
,,,,,
0.004453631,0.2278093,0.4107181,0.001492534,0.2635385,0.000741985
,,,,,
0.003822988,0.2272015,0.4161035,0.001484426,0.2658055,0.000741268
,,,,,
0.003788644,0.225132,0.4115069,0.001480392,0.2670605,0.000743022
,,,,,
0.004494501,0.2281586,0.4102648,0.001508437,0.2595395,0.000757525
,,,,,
0.003253094,0.2227487,0.4085023,0.001466407,0.2712325,0.000742584
,,,,,
0.002061811,0.2174896,0.4160926,0.001585947,0.2407983,0.000852856
