Anger,Sadness,Disgust,Joy,Surprise,Fear
0.001804048,0.1773132,0.4220838,0.001625907,0.2324385,0.001016705
,,,,,
0.00182425,0.1037125,0.4350771,0.001718195,0.2180412,0.001539311
,,,,,
0.002066376,0.05669295,1.638573,0.001866504,0.2277313,0.002207241
,,,,,
0.003871361,0.01921731,90.57346,0.002632114,0.3556716,0.003024216
,,,,,
0.01636801,0.003274689,99.01394,0.006390429,1.058583,0.003458402
,,,,,
0.000138754,2.72E-06,36.94584,99.53967,2.386248,9.86E-06
,,,,,
8.30E-05,1.16E-06,23.40421,99.9259,2.768189,4.21E-06
,,,,,
9.56E-05,1.09E-06,24.64097,99.92883,3.661193,2.65E-06
9.61E-05,1.09E-06,25.41746,99.92883,4.077464,2.21E-06
,,,,,
0.000115843,1.09E-06,28.57706,99.92937,5.467827,1.32E-06
0.000128591,1.09E-06,37.03814,99.92941,7.629714,7.26E-07
,,,,,
0.000128126,1.08E-06,51.43155,99.92928,10.24127,4.25E-07
,,,,,
0.000132431,1.08E-06,76.3616,99.92886,12.36204,3.01E-07
,,,,,
0.000136225,1.08E-06,90.68446,99.92913,13.49017,2.54E-07
0.0001386,1.08E-06,97.42725,99.92915,14.25974,2.28E-07
,,,,,
0.000157561,1.09E-06,99.26903,99.92949,14.59004,2.16E-07
,,,,,
0.000121066,1.09E-06,99.40348,99.92894,14.81651,2.11E-07
,,,,,
0.000113392,1.27E-06,83.43456,99.89684,14.91844,2.42E-07
,,,,,
0.001897199,2.42E-05,43.32209,40.80766,14.98909,4.61E-06
,,,,,
0.03920373,0.000614539,91.69566,0.02034386,16.27161,0.000115709
0.04280324,0.000752063,89.91827,0.009856497,18.05893,0.00013824
,,,,,
0.01822295,0.000518358,82.95073,0.005797417,32.23446,8.39E-05
,,,,,
0.000775588,0.000123712,77.76717,0.000891159,89.3193,1.28E-05
,,,,,
0.000392511,8.30E-05,69.41731,0.000595072,94.09761,1.12E-05
0.000244029,1.01E-05,60.40682,0.000450332,97.73937,0.002543024
,,,,,
0.000312297,3.15E-06,50.44404,0.000432912,98.47839,0.07813028
0.000354233,2.78E-06,42.53093,0.000430121,98.5619,0.1240447
,,,,,
0.000356833,2.78E-06,28.09584,0.000431239,98.54172,0.1281658
0.000353035,2.84E-06,16.05985,0.000428799,98.55399,0.143012
0.000352168,2.91E-06,11.93834,0.000430651,98.5024,0.1538713
,,,,,
0.00036416,2.76E-06,10.35285,0.000432502,98.44856,0.155946
0.000379057,2.74E-06,5.149393,0.000441807,98.13452,0.2005042
,,,,,
0.000378615,2.70E-06,3.915508,0.000441305,98.04604,0.2089738
,,,,,
0.000393579,2.63E-06,3.579626,0.000456246,97.62376,0.2441531
,,,,,
0.000328791,3.66E-06,3.328597,0.0005448,95.92207,0.1030226
0.00035118,8.98E-06,3.37989,0.000576467,93.82769,0.02607932
,,,,,
0.000749343,5.26E-05,2.926383,0.000941002,79.78632,0.000775022
0.002553703,0.000161153,2.8588,0.001975313,49.29816,0.000352302
0.01545413,0.000445716,2.69181,0.0061326,13.05997,0.000704593
,,,,,
0.03483128,0.000650961,2.460157,0.01094553,5.72869,0.001269427
0.03490419,0.000546758,1.740519,0.02784904,3.837257,0.001397668
,,,,,
0.01531262,0.000234091,0.740667,0.2550229,3.113629,0.000765221
0.000627891,9.55E-06,0.03193147,86.9859,3.137289,3.03E-05
,,,,,
0.004074891,6.26E-05,0.2018825,6.356338,2.729366,0.000249682
,,,,,
0.03667336,0.000561537,1.688107,0.03110562,2.55442,0.002495564
,,,,,
0.05118309,0.000785154,2.327133,0.01373983,2.528716,0.003539596
0.05448981,0.000838004,2.478092,0.01185169,2.512151,0.003790009
,,,,,
0.05596605,0.00085815,2.532773,0.01123187,2.519151,0.003840286
,,,,,
0.05629573,0.000863236,2.555675,0.01117642,2.564583,0.00372749
,,,,,
0.05611166,0.000859522,2.565537,0.01122144,2.687326,0.003458986
,,,,,
0.05617057,0.000858439,2.571743,0.01123562,3.228548,0.002528168
,,,,,
0.05643411,0.000859445,2.570435,0.01123586,2.999097,0.002870564
0.05692209,0.000859267,2.563299,0.01122598,2.986667,0.002889066
,,,,,
0.05715744,0.000849596,2.553501,0.01121383,2.959,0.002931545
,,,,,
0.05664091,0.000829118,2.548354,0.01121281,2.836031,0.003150116
,,,,,
0.05603785,0.000807054,2.54841,0.01121389,2.764523,0.003286243
,,,,,
0.05554662,0.000828336,2.541277,0.01120714,2.870499,0.00307169
0.05491886,0.000865825,2.520576,0.01115679,2.78588,0.003198068
,,,,,
0.05411336,0.00088494,2.492906,0.01104663,2.72177,0.003253839
0.05104601,0.00093814,2.357058,0.01069088,2.518429,0.003436553
,,,,,
0.04556683,0.001056484,2.203522,0.01006518,2.294749,0.003480258
,,,,,
0.0430085,0.001124163,2.167138,0.009771223,2.194114,0.003497973
,,,,,
0.0339793,0.001436211,1.891102,0.00860356,1.797594,0.003623566
,,,,,
0.03367898,0.001487908,1.890146,0.008563452,1.787823,0.003560705
,,,,,
0.02553071,0.002006415,1.606793,0.007354644,1.443248,0.003550316
0.01993796,0.002559579,1.347637,0.006421076,1.188559,0.003584666
0.01128293,0.004529219,0.9717544,0.00470646,0.766028,0.00365356
0.004172113,0.0121853,0.5559207,0.00273672,0.3492606,0.003909175
,,,,,
0.003975689,0.01758138,0.3729942,0.002174691,0.2507899,0.003970919
,,,,,
0.003926609,0.02054437,0.3600536,0.002049936,0.2299659,0.003847485
,,,,,
0.005346395,0.01917292,0.2600044,0.00193449,0.2112697,0.003731296
,,,,,
0.008062885,0.01108299,0.1809128,0.001900919,0.2059443,0.003729165
,,,,,
0.007198612,0.007123985,0.1921448,0.001876359,0.201513,0.003810758
0.01193359,0.004800385,0.125328,0.001862221,0.198992,0.00404133
,,,,,
0.03910694,0.003202216,0.05273095,0.001850099,0.1968624,0.004104089
,,,,,
0.06485806,0.002515398,0.0238571,0.001839943,0.1953079,0.004288602
,,,,,
0.0559332,0.002146062,0.02765566,0.001833176,0.193984,0.004391341
0.05813072,0.002027552,0.02959633,0.001825743,0.1928181,0.004478738
,,,,,
0.07092988,0.002006065,0.03018616,0.001819526,0.1920719,0.004521696
0.07325407,0.002127922,0.03262948,0.001814925,0.1915132,0.004532545
,,,,,
0.06568354,0.002828625,0.03924159,0.001822261,0.1921926,0.004514717
,,,,,
,,,,,
0.01937589,0.008750308,0.1024028,0.001828421,0.1927837,0.004496451
,,,,,
0.007574663,0.01815406,0.196413,0.001827595,0.1927232,0.004501969
